bülten no,fert no,cinsiyet,doğum tarihi gün,doğum tarihi ay,doğum tarihi yıl,yaş,doğum yeri,doğum yeri ülke kodu,uyruk,uyruk ülke kodu,yakınlık durumu,eğitim,okuma yazma durumu,eğitime devam etme durumu,devam edilen okul,çocuğun kendi masaüstü bilgisayarı,çocuğun kendi dizüstü bilgisayarı,çocuğun kendi tableti,çocuğun kendi cep telefonu,çocuğun kendi akıllı saati,çocuğun kendi oyun konsolu,bilgisayar oyunu oynama sıklığı,spor yapma sıklığı,kitap okuma sıklığı,diğer hobiler sıklığı,eğlenmek için dışarı çıkma sıklığı,internette gezinme sıklığı,tv programları izleme sıklığı,cep telefonu kullanım durumu,cep telefonu kullanım sıklığı,hafta içi cep telefonu ortalama kullanımı,hafta sonu cep telefonu ortalama kullanımı,cep telefonu konuşma amaçlı,cep telefonu mesaj amaçlı,cep telefonu sosyal medya amaçlı,cep telefonu oyun amaçlı,cep telefonu film amaçlı,cep telefonu müzik amaçlı,cep telefonu internette gezinme amaçlı,cep telefonu ders/ödev amaçlı,cep telefonu online derse katılma amaçlı,çocuk yarım saatte bir telefonunu kontrol ediyor,uyumadan son iş olarak telefon kontrol eder,uyanınca ilk iş olarak telefon kontrol eder,tv izlerken telefon kullanma,başkaları ile yemek yerken telefon kullanma,bilgisayar kullanım durumu,bilgisayar türü masaüstü,bilgisayar türü dizüstü,bilgisayar türü tablet,bilgisayar kullanım sıklığı,hafta içi ortalama bilgisayar kullanımı,hafta sonu ortalama bilgisayar kullanımı,bilgisayarda oyun oynama/indirme,bilgisayarda ders/sunum/ödev ,bilgisayarda online derse katılma,bilgisayarda müzik/film,bilgisayarda internette gezinme,bilgisayarda sosyal medya,internet kullanım durumu,internet kullanım sıklığı,hafta içi günde internet kullanım ortalaması,hafta sonu günde internet kullanım ortalaması,interneti ödev/ders amaçlı kullanma,interneti sosyal medya amaçlı kullanma,interneti eposta gönderme/alma amaçlı kullanma,interneti arama/mesaj amaçlı kullanma,interneti oyun indirme/oynama amaçlı kullanma,interneti müzik dinleme amaçlı kullanma,interneti video izleme amaçlı kullanma,interneti mal ve hizmetler hakkında bilgi amaçlı kullanma,internet üzerinden alışveriş yapma,internet üzerinden diğer,internet üzerinden diğer açıklama,sosyal medya kullanım durumu,youtube kullanımı,instagram kullanımı,twitter kullanımı,facebook kullanımı,tiktok kullanımı,snapchat kullanımı,pinterest kullanımı,diğer kullanılan sosyal medyalar,diğer kullanılan sosyal medyalar açıklama,sosyal medya kullanım sıklığı,hafta içi ortalama sosyal medya kullanımı,hafta sonu ortalama sosyal medya kullanımı,dijital oyun oynama,dijital oyun oynama sıklığı,hafta içi ortalama dijital oyun oynama,hafta sonu ortalama dijital oyun oynama,dijital oyun türü rol yapma,dijital oyun türü strateji,dijital oyun türü spor,dijital oyun türü macera,dijital oyun türü savaş,dijital oyun türü simülasyon,dijital oyunda çok fazla zaman harcama,ailesi çok fazla dijital oyun oynadığını düşünüyor,dijital oyun oynamadığı zaman kendini mutsuz hissediyor,fazla dijital oyun oynadığı için sorumluluklarını aksatıyor,planlanan süreden fazla dijital oyun oynama,ekran başında fazla zaman geçirmekten az ders çalışma,ekran başında fazla zaman geçirmekten aile ile daha az zaman geçirme,ekran başında fazla zaman geçirmekten az kitap okuma,ekran başında fazla zaman geçirmekten az uyku,ekran başında fazla zaman geçirmekten arkadasları ile az görüşme,çocuk ağırlık katsayısı
1314722438,5,1,9.0,12.0,2016,7,1,,1,,3,1,1.0,1,2.0,2,2,2,2,2,2,6,13,13,6,13,6,6,1,16.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1,2.0,1.0,1.0,16.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1,16.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,,1,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,16.0,2.0,1.0,1,16.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2,1,2,2,2318.89710799537
1315065845,3,2,14.0,9.0,2008,15,1,,1,,3,3,,1,4.0,1,2,2,1,2,2,13,29,13,6,13,6,6,1,16.0,3.0,4.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,1,1.0,2.0,2.0,17.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1,16.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,,1,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,,16.0,3.0,4.0,2,,,,,,,,,,,,,,,1,1,1,2,2,1638.94495798922
1315065845,4,2,12.0,1.0,2015,9,1,,1,,3,1,1.0,1,2.0,1,2,2,2,2,2,13,13,6,6,13,6,6,1,17.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1,1.0,2.0,2.0,13.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1,17.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,,1,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,17.0,1.0,1.0,1,13.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2,2,2,2,2,1638.94495798922
1315065845,5,2,24.0,8.0,2016,7,1,,1,,3,1,1.0,1,2.0,1,2,2,2,2,2,13,13,6,6,13,6,6,1,17.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1,1.0,2.0,2.0,13.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1,17.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,,1,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,17.0,1.0,1.0,1,13.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2,2,2,2,2,1638.94495798922
1315939072,4,2,22.0,8.0,2010,13,1,,1,,3,2,,1,3.0,2,2,2,2,2,2,5,13,13,13,23,6,13,1,13.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2,,,,,,,,,,,,,1,13.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,,,2,2,2,2,2,925.539231628117
1315939072,5,1,18.0,11.0,2011,12,1,,1,,3,2,,1,3.0,2,2,2,2,2,2,5,13,6,6,13,6,6,1,16.0,3.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2,,,,,,,,,,,,,1,16.0,3.0,5.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,,2,,,,,,,,,,,,,1,16.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,1,1,2,2,925.539231628117
1316281011,6,2,15.0,1.0,2016,8,1,,1,,3,1,1.0,1,2.0,2,1,1,1,1,2,13,13,13,13,13,6,6,1,17.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1,1.0,1.0,1.0,13.0,2.0,3.0,1.0,2.0,2.0,1.0,1.0,1.0,1,13.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,,1,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,13.0,2.0,3.0,1,17.0,2.0,3.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,2,1,905.153604533513
1316810967,4,2,4.0,7.0,2009,14,1,,1,,3,3,,1,4.0,2,1,2,1,2,2,29,23,23,6,6,6,29,1,16.0,4.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1,2.0,1.0,2.0,13.0,3.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1,17.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,,1,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,,16.0,5.0,5.0,1,9.0,,,,,,,,,,,,,,1,1,1,1,2,1341.27863134479
1317156980,5,2,4.0,4.0,2017,6,1,,1,,8,0,,1,2.0,2,2,1,2,2,2,6,6,6,6,13,6,5,1,16.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,2.0,2.0,1.0,17.0,3.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,1,17.0,3.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,,1,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,17.0,3.0,3.0,1,16.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2,1,1,2,2,1281.68700244548
1318026315,4,1,19.0,6.0,2008,15,1,,1,,3,3,,1,4.0,2,2,2,1,2,2,5,5,23,13,13,6,5,1,16.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2,,,,,,,,,,,,,1,16.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,,1,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,,17.0,3.0,3.0,1,9.0,,,,,,,,,,,,,,2,2,2,2,2,1586.04030255573
1318367321,2,1,5.0,7.0,2012,11,1,,1,,3,2,,1,3.0,2,2,2,1,2,1,6,23,13,23,13,6,6,1,16.0,3.0,4.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1,2.0,1.0,2.0,16.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1,16.0,3.0,4.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,,1,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,16.0,3.0,4.0,1,16.0,3.0,4.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1,1,1,1,2,1896.96294393355
1318693759,2,2,31.0,7.0,2014,9,1,,1,,3,0,,1,2.0,2,2,1,2,2,2,23,5,6,6,13,6,6,1,17.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1,2.0,2.0,1.0,13.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1,16.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,,1,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,16.0,1.0,1.0,1,13.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1,2,2,2,2,1080.84607919199
1319236145,6,2,25.0,10.0,2012,11,1,,1,,3,2,,1,3.0,2,2,2,1,2,2,5,13,6,13,13,13,13,1,13.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2,,,,,,,,,,,,,1,13.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,,1,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,,16.0,1.0,1.0,1,13.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,2,2,2,2,5703.06868233972
1319236145,7,2,3.0,12.0,2016,7,1,,1,,3,0,,1,2.0,2,2,2,2,2,2,13,13,6,5,13,13,6,2,,,,,,,,,,,,,,,,,,1,2.0,2.0,1.0,13.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1,17.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,,1,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,13.0,2.0,2.0,1,17.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2,2,1,2,1,5703.06868233972
1319236145,8,2,3.0,12.0,2016,7,1,,1,,3,0,,1,2.0,2,2,2,2,2,2,13,13,6,13,13,13,6,2,,,,,,,,,,,,,,,,,,1,2.0,2.0,1.0,13.0,3.0,3.0,2.0,1.0,2.0,2.0,1.0,1.0,1,17.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,,1,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,17.0,2.0,2.0,2,,,,,,,,,,,,,,,1,2,2,2,2,5703.06868233972
1319574610,5,1,3.0,2.0,2010,14,1,,1,,8,3,,1,4.0,2,2,2,1,2,2,5,23,13,13,13,13,23,1,16.0,3.0,5.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2,,,,,,,,,,,,,1,13.0,3.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,,1,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,,13.0,2.0,3.0,1,13.0,3.0,5.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1,1,1,2,2,5665.5307183598
1320104647,4,2,26.0,3.0,2010,14,1,,1,,3,2,,1,3.0,2,1,2,2,2,2,23,5,6,13,13,13,5,1,16.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1,2.0,1.0,2.0,13.0,3.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,1,13.0,3.0,3.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,,1,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,13.0,3.0,3.0,1,13.0,3.0,3.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,2,1,2,1449.57960601133
1320104647,5,2,4.0,5.0,2012,11,1,,1,,3,2,,1,3.0,2,2,2,2,2,2,5,5,13,23,6,13,5,1,13.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2,,,,,,,,,,,,,1,13.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,,2,,,,,,,,,,,,,1,13.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1,1,1,2,2,1449.57960601133
1320104647,6,1,14.0,6.0,2015,8,1,,1,,3,1,1.0,1,2.0,2,2,2,2,2,2,5,13,5,5,6,5,5,2,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,,,2,2,2,2,2,1449.57960601133
1320452418,2,1,30.0,1.0,2010,14,1,,1,,3,2,,1,3.0,2,1,2,1,2,2,6,6,6,6,23,6,13,1,16.0,4.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1,2.0,1.0,2.0,17.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1,17.0,4.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,,1,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,16.0,4.0,5.0,1,16.0,4.0,5.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1,2,2,2,2,976.22180083218
1320452418,3,2,9.0,4.0,2013,10,1,,1,,3,2,,1,3.0,2,2,2,1,2,2,5,13,6,13,6,6,6,1,16.0,4.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1,2.0,1.0,2.0,16.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1,16.0,4.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,,1,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,,16.0,3.0,4.0,1,16.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1,2,2,2,2,976.22180083218
1320781451,2,2,8.0,6.0,2012,11,1,,1,,3,2,,1,3.0,2,2,2,2,2,2,5,13,13,13,13,13,13,1,16.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2,,,,,,,,,,,,,1,16.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,,1,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,16.0,1.0,2.0,2,,,,,,,,,,,,,,,1,1,2,2,2,1754.39675920098
1320781451,5,1,26.0,10.0,2009,14,1,,1,,3,3,,1,4.0,2,2,1,2,2,2,6,13,13,6,13,13,5,1,17.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1,2.0,2.0,1.0,16.0,3.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1,16.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,,1,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,,16.0,1.0,1.0,1,13.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1,1,1,2,2,1754.39675920098
1321312108,4,1,30.0,9.0,2010,13,1,,1,,3,2,,1,3.0,2,2,2,1,2,2,5,6,5,5,13,6,6,1,17.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2,,,,,,,,,,,,,1,17.0,3.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,,1,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,,17.0,3.0,3.0,1,17.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1,2,1,2,2,1551.88820746063
1321649210,3,1,9.0,9.0,2011,12,1,,1,,3,2,,1,3.0,1,2,1,1,2,2,6,5,13,13,5,6,13,1,16.0,2.0,3.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1,1.0,2.0,1.0,16.0,3.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,1,17.0,3.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,,1,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,,16.0,2.0,4.0,1,16.0,2.0,3.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2,2,1,2,1,1186.93409040113
1321649210,4,2,6.0,11.0,2013,10,1,,1,,3,2,,1,3.0,1,2,1,2,2,2,13,5,23,23,5,6,13,2,,,,,,,,,,,,,,,,,,1,1.0,2.0,2.0,16.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1,16.0,2.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,,1,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,16.0,2.0,2.0,1,17.0,3.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2,1,2,1,1186.93409040113
1321984245,3,1,17.0,6.0,2014,9,1,,1,,3,1,1.0,1,2.0,2,2,2,2,2,2,5,13,6,5,6,13,23,1,17.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2,,,,,,,,,,,,,1,13.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,,1,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,13.0,2.0,2.0,1,13.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2,2,2,2,2,2933.75645751479
1321984245,4,1,12.0,2.0,2018,6,1,,1,,3,0,,1,0.0,2,2,2,2,2,2,5,13,5,6,6,6,6,1,16.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2,,,,,,,,,,,,,1,16.0,5.0,5.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,,1,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,16.0,5.0,5.0,1,16.0,5.0,5.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2,2,2,2,2,2933.75645751479
1322521632,3,1,1.0,5.0,2017,6,1,,1,,3,0,,1,2.0,2,2,2,2,2,2,13,13,6,5,6,6,13,1,13.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1,2.0,1.0,2.0,9.0,,,,,,,,,1,16.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,,1,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,16.0,2.0,3.0,1,17.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1,1,1,1,2,5697.46702664649
1322860915,4,1,12.0,6.0,2012,11,1,,1,,3,1,1.0,1,2.0,1,2,2,1,2,2,13,6,13,13,6,13,13,1,17.0,2.0,4.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1,1.0,2.0,2.0,13.0,3.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,1,13.0,2.0,4.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,,1,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,,17.0,2.0,4.0,1,13.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1,1,1,2,1,1768.80070756668
1323193548,3,1,19.0,6.0,2014,9,1,,1,,3,0,,1,2.0,2,1,1,2,1,2,13,13,6,5,13,5,6,2,,,,,,,,,,,,,,,,,,1,2.0,1.0,1.0,13.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1,13.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,,,2,2,2,2,2,2678.10268003882
1323737476,4,1,24.0,7.0,2008,15,1,,1,,3,3,,1,4.0,1,1,2,1,2,2,13,13,13,13,13,6,13,1,16.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,2.0,17.0,2.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,1,16.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,,1,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,,16.0,2.0,4.0,1,16.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1401.40456400313
1324078094,3,2,24.0,12.0,2010,13,1,,1,,3,2,,1,3.0,2,1,1,1,2,2,23,5,23,13,13,6,13,1,17.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1,2.0,1.0,1.0,17.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1,17.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,,1,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,17.0,1.0,2.0,1,17.0,2.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1,2,1,2,2,813.259218449506
1324950821,4,2,21.0,9.0,2010,13,1,,1,,3,2,,1,3.0,2,2,2,1,2,2,13,5,6,13,13,6,6,1,16.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1,1.0,2.0,2.0,13.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1,16.0,3.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,,1,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,,16.0,2.0,3.0,1,13.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1,2,2,2,2,1583.53778268541
1325284535,5,2,11.0,9.0,2013,10,1,,1,,3,1,1.0,1,2.0,2,2,2,1,2,2,5,5,13,13,13,6,13,1,16.0,3.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2,,,,,,,,,,,,,1,16.0,3.0,5.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,,1,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,16.0,3.0,5.0,1,16.0,3.0,3.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1,1,1,1,1,1572.0824259977
1325820304,5,1,4.0,4.0,2012,11,1,,1,,3,2,,1,3.0,2,2,2,1,2,2,29,13,13,6,6,6,6,1,16.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,1,2.0,1.0,2.0,9.0,,,,,,,,,1,16.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,,1,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,,16.0,2.0,2.0,1,17.0,3.0,3.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1,2,2,2,2,846.912500873914
1326491006,3,1,3.0,8.0,2014,9,1,,1,,3,1,1.0,1,2.0,2,2,2,1,2,2,13,13,6,13,13,13,13,1,17.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1,2.0,1.0,1.0,13.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1,17.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,,1,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,,16.0,1.0,1.0,1,13.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2,2,2,2,2,599.957724434289
